SEQENCE ID                     TM SP PREDICTION
Q8X930                          0  0 o
Q8X945                          0  0 o
Q8X947                          0  Y n11-22c28/29o
Q8X954                          0  0 o
Q8X957                          0  0 o
Q8X963                          0  0 o
Q8X968                         12  0 i20-41o47-63i84-105o125-142i154-176o196-220i241-263o283-300i332-353o359-379i400-422o428-446i
Q8X984                          0  0 o
Q8X987                          0  0 o
Q8X994                          0  0 o
Q8X996                          0  0 o
Q8X9A1                          0  0 o
Q8X9A8                          0  0 o
Q8X9A9                          3  0 i17-39o59-80i92-113o
Q8X9B6                          0  0 o
Q8X9C6                          0  0 o
Q8X9D3                         14  0 i12-36o48-69i78-96o102-121i142-162o168-187i208-231o237-255i267-284o304-332i344-365o377-398i410-430o462-479i
Q8X9F0                          0  0 o
Q8X9F9                          6  0 i35-56o62-82i219-240o252-274i616-636o656-681i
Q8X9H0                          0  0 o
Q8X9H8                          0  0 o
Q8X9I1                          1  0 i21-41o
Q8X9J0                          0  0 o
Q8X9J9                          0  0 o
Q8X9K1                          0  0 o
Q8X9K7                          0  0 o
Q8X9L1                          0  0 o
Q8X9L2                          0  0 o
Q8X9M0                          0  0 o
Q8X9M3                          0  0 o
Q8X9S9                          0  Y n4-13c18/19o
Q8X9U4                          0  0 o
Q8X9V1                          0  Y n14-25c32/33o
Q8X9W5                          0  0 o
Q8X9Y8                          0  0 o
Q8X9Y9                          0  0 o
Q8X9Z1                          0  0 o
Q8X9Z5                          0  Y n4-9c17/18o
Q8X9Z8                          0  0 o
Q8X9Z9                          0  0 o
Q8XA00                          0  0 o
Q8XA01                          0  0 o
Q8XA06                          0  0 o
Q8XA08                          0  0 o
Q8XA10                          0  0 o
Q8XA13                          0  Y n7-17c24/25o
Q8XA14                          0  0 o
Q8XA20                         13  0 o6-24i31-49o55-72i84-111o117-135i147-169o181-202i214-233o239-258i270-290o296-315i327-348o360-378i
Q8XA23                          0  0 o
Q8XA24                          0  0 o
Q8XA32                          0  0 o
Q8XA34                          0  0 o
Q8XA35                          0  0 o
Q8XA39                          0  0 o
Q8XA44                          0  0 o
Q8XA45                          0  Y n9-20c32/33o
Q8XA46                          0  0 o
Q8XA48                          4  0 i12-31o70-88i100-117o137-157i
Q8XA49                          0  0 o
Q8XA55                          0  0 o
Q8XA65                          0  0 o
Q8XA71                          0  0 o
Q8XA72                          0  0 o
Q8XA83                          0  0 o
Q8XAC2                          0  0 o
Q8XAC5                          0  0 o
Q8XAD2                          0  Y n9-19c27/28o
Q8XAE3                          0  0 o
Q8XAE4                          0  0 o
Q8XAF1                          0  0 o
Q8XAF5                         11  0 i38-58o64-82i111-135o155-173i185-206o221-243i264-285o318-339i360-381o387-411i423-442o
Q8XAG1                          0  0 o
Q8XAG2                          0  Y n11-19c27/28o
Q8XAN4                          0  0 o
Q8XAN7                          0  0 o
Q8XAP1                          0  0 o
Q8XAP3                          0  0 o
Q8XAR2                          0  0 o
Q8XAR8                          0  0 o
Q8XAS8                          7  0 o6-26i38-58o70-90i117-142o148-171i183-203o248-265i
Q8XAS9                          0  0 o
Q8XAT4                          0  0 o
Q8XAU1                          0  0 o
Q8XAU3                          0  0 o
Q8XAU6                          0  0 o
Q8XAV0                          0  0 o
Q8XAV4                          0  0 o
Q8XAW7                          0  0 o
Q8XAW8                          0  0 o
Q8XAX4                          0  0 o
Q8XAZ4                          9  0 i17-34o46-62i67-83o89-110i131-150o170-186i198-225o237-259i271-292o
Q8XB14                          0  0 o
Q8XB21                          0  0 o
Q8XB35                          0  0 o
Q8XB36                          0  0 o
Q8XB41                          0  0 o
Q8XB43                          0  0 o
Q8XB59                          4  Y n4-14c18/19o28-47i59-74o80-98i110-128o
Q8XB73                          6  0 i9-30o50-68i80-98o118-138i150-167o173-191i
Q8XB74                          0  Y n28-38c44/45o
Q8XB75                          0  Y n6-17c23/24o
Q8XB98                          0  0 o
Q8XBE0                          0  0 o
Q8XBE7                          0  0 o
Q8XBI4                          0  0 o
Q8XBJ1                         10  0 i113-144o164-182i194-215o227-244i256-283o303-326i335-355o367-387i394-416o445-468i
Q8XBJ3                          0  0 o
Q8XBJ8                          0  0 o
Q8XBK2                          8  0 i12-28o34-50i57-79o91-112i124-143o163-188i195-214o489-507i
Q8XBK3                          0  0 o
Q8XBL2                          0  0 o
Q8XBL3                          0  0 o
Q8XBL5                          0  0 o
Q8XBM3                          0  0 o
Q8XBN2                          0  0 o
Q8XBN9                          0  Y n4-15c20/21o
Q8XBQ1                          0  Y n5-15c20/21o
Q8XBR4                          1  0 o20-46i
Q8XBR7                          0  0 o
Q8XBS3                          0  0 o
Q8XBT4                          0  0 o
Q8XBT6                          0  0 o
Q8XBW3                          0  0 o
Q8XBY3                          0  Y n6-15c20/21o
Q8XBY4                          2  0 i12-36o187-206i
Q8XBZ3                          0  0 o
Q8XCB3                          1  0 o499-517i
Q8XCB8                          0  0 o
Q8XCC6                          2  0 o6-25i37-58o
Q8XCE7                          0  0 o
Q8XCF0                          0  0 o
Q8XCF9                          0  0 o
Q8XCG0                          0  0 o
Q8XCG3                          0  0 o
Q8XCG6                          0  0 o
Q8XCG7                          0  Y n4-14c19/20o
Q8XCI7                          0  0 o
Q8XCJ3                          1  0 o24-43i
Q8XCJ6                          0  0 o
Q8XCJ9                          0  0 o
Q8XCL9                          0  0 o
Q8XCM5                          0  Y n7-17c22/23o
Q8XCN9                          0  0 o
Q8XCQ5                          0  Y n4-14c19/20o
Q8XCQ7                          1  0 i267-284o
Q8XCR0                          0  0 o
Q8XCR3                          0  0 o
Q8XCR6                          0  0 o
Q8XCS6                          0  Y n5-15c20/21o
Q8XCS8                          0  0 o
Q8XCT6                          0  0 o
Q8XCT9                          0  0 o
Q8XCU1                          0  0 o
Q8XCU8                          0  Y n7-17c22/23o
Q8XCV3                          0  0 o
Q8XCV4                          0  0 o
Q8XCV5                          0  Y n3-14c19/20o
Q8XCW9                          0  0 o
Q8XCX0                          0  0 o
Q8XCX9                          0  0 o
Q8XCZ0                          0  0 o
Q8XCZ2                          0  0 o
Q8XD03                          0  0 o
Q8XD09                          0  0 o
Q8XD33                          1  0 o751-770i
Q8XD39                          0  0 o
Q8XD46                          0  0 o
Q8XD48                          0  0 o
Q8XD57                          0  0 o
Q8XD58                          0  0 o
Q8XD79                          0  0 o
Q8XD86                          0  0 o
Q8XD99                          0  0 o
Q8XDB2                          1  0 o459-479i
Q8XDE7                          0  0 o
Q8XDE9                          0  0 o
Q8XDF6                          0  0 o
Q8XDF7                          0  0 o
Q8XDG0                          0  0 o
Q8XDG2                          0  0 o
Q8XDG3                          0  0 o
Q8XDG6                          0  0 o
Q8XDH0                          1  0 o12-34i
Q8XDH7                          0  Y n13-26c30/31o
Q8XDI4                          0  0 o
Q8XDI7                          0  0 o
Q8XDJ6                          0  0 o
Q8XDJ7                          0  Y n5-13c18/19o
