# SignalP-5.0	Organism: euk	Timestamp: 20260407125043
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8XDQ7	OTHER	0.000594	0.999406	
Q8XDR0	SP(Sec/SPI)	0.971283	0.028717	CS pos: 21-22. CSS-SN. Pr: 0.4135
Q8XDR1	OTHER	0.009129	0.990871	
Q8XDR2	OTHER	0.002166	0.997834	
Q8XDR4	OTHER	0.011332	0.988668	
Q8XDR5	SP(Sec/SPI)	0.671881	0.328119	CS pos: 25-26. CVT-VP. Pr: 0.2514
Q8XDS1	OTHER	0.000741	0.999259	
Q8XDS2	OTHER	0.001038	0.998962	
Q8XDS3	OTHER	0.005706	0.994294	
Q8XDS5	OTHER	0.008458	0.991542	
Q8XDS8	SP(Sec/SPI)	0.997709	0.002291	CS pos: 17-18. AGC-ST. Pr: 0.2981
Q8XDS9	OTHER	0.000853	0.999147	
Q8XDT1	OTHER	0.000393	0.999607	
Q8XDT2	OTHER	0.029114	0.970886	
Q8XDT3	OTHER	0.003192	0.996808	
Q8XDT4	OTHER	0.073459	0.926541	
Q8XDT5	OTHER	0.009109	0.990891	
Q8XDT8	OTHER	0.002492	0.997508	
Q8XDT9	OTHER	0.001559	0.998441	
Q8XDU3	OTHER	0.000949	0.999051	
Q8XDU4	OTHER	0.056156	0.943844	
Q8XDU7	OTHER	0.000593	0.999407	
Q8XDU8	OTHER	0.004037	0.995963	
Q8XDU9	OTHER	0.076084	0.923916	
Q8XDV0	OTHER	0.009136	0.990864	
Q8XDV1	OTHER	0.001640	0.998360	
Q8XDV2	OTHER	0.006246	0.993754	
Q8XDV3	OTHER	0.043860	0.956140	
Q8XDV4	OTHER	0.000757	0.999243	
Q8XDV5	OTHER	0.000926	0.999074	
Q8XDV6	OTHER	0.005649	0.994351	
Q8XDV8	SP(Sec/SPI)	0.965372	0.034628	CS pos: 26-27. AHA-EE. Pr: 0.9099
Q8XDV9	OTHER	0.299872	0.700128	
Q8XDW0	OTHER	0.000991	0.999009	
Q8XDW1	OTHER	0.005660	0.994340	
Q8XDW2	OTHER	0.001535	0.998465	
Q8XDX0	SP(Sec/SPI)	0.998230	0.001770	CS pos: 18-19. ALA-NP. Pr: 0.8184
Q8XDX1	OTHER	0.003837	0.996163	
Q8XDX2	OTHER	0.000206	0.999794	
Q8XDX3	SP(Sec/SPI)	0.993370	0.006630	CS pos: 23-24. SWA-AE. Pr: 0.8973
Q8XDX4	OTHER	0.002181	0.997819	
Q8XDX5	OTHER	0.148404	0.851596	
Q8XDY4	OTHER	0.011375	0.988625	
Q8XDY6	OTHER	0.001285	0.998715	
Q8XDZ6	OTHER	0.001291	0.998709	
Q8XE01	SP(Sec/SPI)	0.998210	0.001790	CS pos: 21-22. VNA-MS. Pr: 0.8944
Q8XE02	OTHER	0.001141	0.998859	
Q8XE04	OTHER	0.001412	0.998588	
Q8XE06	OTHER	0.011221	0.988779	
Q8XE11	OTHER	0.000472	0.999528	
Q8XE14	OTHER	0.006712	0.993288	
Q8XE15	OTHER	0.221014	0.778986	
Q8XE16	OTHER	0.222813	0.777187	
Q8XE19	OTHER	0.000748	0.999252	
Q8XE20	OTHER	0.002650	0.997350	
Q8XE21	OTHER	0.000962	0.999038	
Q8XE22	OTHER	0.050076	0.949924	
Q8XE23	OTHER	0.003874	0.996126	
Q8XE38	SP(Sec/SPI)	0.999300	0.000700	CS pos: 19-20. AHS-EG. Pr: 0.8764
Q8XE44	OTHER	0.012683	0.987317	
Q8XE48	OTHER	0.122447	0.877553	
Q8XE51	OTHER	0.001469	0.998531	
Q8XE53	OTHER	0.000545	0.999455	
Q8XE56	OTHER	0.000951	0.999049	
Q8XE61	OTHER	0.001106	0.998894	
Q8XE62	SP(Sec/SPI)	0.992195	0.007805	CS pos: 19-20. GCA-RP. Pr: 0.4389
Q8XE66	OTHER	0.000372	0.999628	
Q8XE67	SP(Sec/SPI)	0.918190	0.081810	CS pos: 29-30. ALA-ST. Pr: 0.8562
Q8XE70	OTHER	0.000721	0.999279	
Q8XE71	OTHER	0.017049	0.982951	
Q8XE75	OTHER	0.001050	0.998950	
Q8XE77	OTHER	0.002213	0.997787	
Q8XE82	OTHER	0.006080	0.993920	
Q8XE83	OTHER	0.001776	0.998224	
Q8XE84	OTHER	0.005753	0.994247	
Q8XE85	OTHER	0.001125	0.998875	
Q8XE89	SP(Sec/SPI)	0.917505	0.082495	CS pos: 20-21. SAC-VQ. Pr: 0.3299
Q8XE91	OTHER	0.007480	0.992520	
Q8XE92	OTHER	0.005393	0.994607	
Q8XE95	OTHER	0.001850	0.998150	
Q8XE97	OTHER	0.000847	0.999153	
Q8XEA2	OTHER	0.024637	0.975363	
Q8XEA3	OTHER	0.000935	0.999065	
Q8XEA4	SP(Sec/SPI)	0.992088	0.007912	CS pos: 22-23. ACA-TE. Pr: 0.7032
Q8XEA6	OTHER	0.054443	0.945557	
Q8XEA8	OTHER	0.001040	0.998960	
Q8XEA9	OTHER	0.001967	0.998033	
Q8XEB3	SP(Sec/SPI)	0.997128	0.002872	CS pos: 21-22. VGA-AE. Pr: 0.7365
Q8XEB5	OTHER	0.002500	0.997500	
Q8XEB9	OTHER	0.019924	0.980076	
Q8XED9	OTHER	0.015617	0.984383	
Q8XEF1	OTHER	0.000586	0.999414	
Q8XEI5	OTHER	0.003414	0.996586	
Q93EZ9	OTHER	0.001558	0.998442	
Q9LAN9	OTHER	0.002935	0.997065	
Q9LAP0	OTHER	0.001631	0.998369	
Q9LAP1	SP(Sec/SPI)	0.871013	0.128987	CS pos: 24-25. AAA-ED. Pr: 0.3195
Q9LBU3	OTHER	0.002206	0.997794	
Q9RFL9	OTHER	0.021932	0.978068	
Q9RHA0	OTHER	0.001048	0.998952	
Q9ZGR9	OTHER	0.001843	0.998157	
Q9ZGT1	OTHER	0.000298	0.999702	
